year,indicator,name,category,group,value
2018,suitable_employment,cchd_central_ct_health_district,Education,Bachelor's or higher,0.627906976744186
2018,suitable_employment,cchd_central_ct_health_district,Income,<$75K,0.5454545454545455
2018,suitable_employment,cchd_central_ct_health_district,Income,$75K+,0.6511627906976744
2018,suitable_employment,cchd_central_ct_health_district,With children,No children,0.5783132530120482
2018,suitable_employment,cchd_central_ct_health_district,With children,Children in household,0.6111111111111112
2018,suitable_employment,chesprocott,Total,Total,0.5280898876404494
2018,suitable_employment,chesprocott,Gender,Male,0.5280898876404494
2018,suitable_employment,chesprocott,Gender,Female,0.5287356321839081
2018,suitable_employment,chesprocott,Age,Under age 55,0.5164835164835164
2018,suitable_employment,chesprocott,Age,Age 55 or older,0.5411764705882353
2018,suitable_employment,chesprocott,Education,Some college or less,0.5393258426966292
2018,suitable_employment,chesprocott,Education,Bachelor's or higher,0.5227272727272727
2018,suitable_employment,chesprocott,Income,<$75K,0.5168539325842696
2018,suitable_employment,chesprocott,Income,$75K+,0.5681818181818182
2018,suitable_employment,chesprocott,With children,No children,0.4827586206896552
2018,suitable_employment,chesprocott,With children,Children in household,0.6179775280898877
2018,suitable_employment,connecticut,Total,Total,0.49999999999999994
2018,suitable_employment,connecticut,Gender,Male,0.5222222222222221
2018,suitable_employment,connecticut,Gender,Female,0.5
2018,suitable_employment,connecticut,Age,Ages 18-34,0.4835164835164835
2018,suitable_employment,connecticut,Age,Ages 35-49,0.5164835164835164
2018,suitable_employment,connecticut,Age,Ages 50-64,0.4945054945054945
2018,suitable_employment,connecticut,Age,Ages 65+,0.5384615384615385
2018,suitable_employment,connecticut,Education,Bachelor's or higher,0.550561797752809
2018,suitable_employment,connecticut,Education,High school or less,0.4534883720930233
2018,suitable_employment,connecticut,Education,Some college or Associate's,0.46590909090909094
2018,suitable_employment,connecticut,Income,<$15K,0.3294117647058824
2018,suitable_employment,connecticut,Income,$15K-$30K,0.38823529411764707
2018,suitable_employment,connecticut,Income,$30K-$50K,0.42696629213483145
2018,suitable_employment,connecticut,Income,$50K-$75K,0.4835164835164835
2018,suitable_employment,connecticut,Income,$75K-$100K,0.5384615384615384
2018,suitable_employment,connecticut,Income,$100K-$200K,0.6263736263736264
2018,suitable_employment,connecticut,Income,$200K+,0.6483516483516484
2018,suitable_employment,connecticut,Race/Ethnicity,White,0.5340909090909091
2018,suitable_employment,connecticut,Race/Ethnicity,Black,0.3595505617977528
2018,suitable_employment,connecticut,Race/Ethnicity,Latino,0.45054945054945056
2018,suitable_employment,connecticut,With children,No children,0.48837209302325585
2018,suitable_employment,connecticut,With children,Children in household,0.5384615384615384
2018,suitable_employment,danbury,Total,Total,0.5402298850574713
2018,suitable_employment,danbury,Gender,Male,0.5617977528089888
2018,suitable_employment,danbury,Gender,Female,0.5294117647058824
2018,suitable_employment,danbury,Age,Ages 18-34,0.46153846153846156
2018,suitable_employment,danbury,Age,Ages 35-49,0.5764705882352941
2018,suitable_employment,danbury,Age,Ages 50-64,0.5319148936170213
2018,suitable_employment,danbury,Age,Ages 65+,0.6666666666666666
2018,suitable_employment,danbury,Education,Bachelor's or higher,0.5764705882352941
2018,suitable_employment,danbury,Education,High school or less,0.43820224719101125
2018,suitable_employment,danbury,Education,Some college or Associate's,0.5795454545454546
2018,suitable_employment,danbury,Income,$75K+,0.6136363636363636
2018,suitable_employment,danbury,Income,<$30K,0.2842105263157895
2018,suitable_employment,danbury,Income,$30K-$75K,0.5280898876404494
2018,suitable_employment,danbury,Race/Ethnicity,White,0.5747126436781609
2018,suitable_employment,danbury,Race/Ethnicity,Not white,0.4659090909090909
2018,suitable_employment,danbury,With children,No children,0.5402298850574713
2018,suitable_employment,danbury,With children,Children in household,0.5517241379310345
2018,suitable_employment,darien,Total,Total,0.6790123456790124
2018,suitable_employment,darien,Gender,Male,0.675
2018,suitable_employment,darien,Gender,Female,0.674698795180723
2018,suitable_employment,derby,Total,Total,0.4482758620689655
2018,suitable_employment,derby,Gender,Male,0.5319148936170213
2018,suitable_employment,derby,Gender,Female,0.37499999999999994
2018,suitable_employment,derby,Age,Under age 55,0.4659090909090909
2018,suitable_employment,derby,Age,Age 55 or older,0.43529411764705883
2018,suitable_employment,derby,Education,Some college or less,0.4367816091954023
2018,suitable_employment,derby,Education,Bachelor's or higher,0.48275862068965514
2018,suitable_employment,east_hartford,Total,Total,0.375
2018,suitable_employment,east_haven,Total,Total,0.4883720930232558
2018,suitable_employment,east_haven,Gender,Male,0.35227272727272735
2018,suitable_employment,east_haven,Gender,Female,0.611764705882353
2018,suitable_employment,east_haven,Age,Under age 55,0.48387096774193555
2018,suitable_employment,east_haven,Age,Age 55 or older,0.4935064935064935
2018,suitable_employment,east_haven,Education,High school or less,0.5955056179775281
2018,suitable_employment,east_haven,Education,Some college or higher,0.43529411764705883
2018,suitable_employment,east_haven,Income,<$75K,0.5
2018,suitable_employment,east_haven,Income,$75K+,0.4395604395604395
2018,suitable_employment,ehhd,Total,Total,0.4606741573033708
2018,suitable_employment,ehhd,Gender,Male,0.4148936170212766
2018,suitable_employment,ehhd,Gender,Female,0.5058823529411766
2018,suitable_employment,ehhd,Age,Under age 55,0.4222222222222222
2018,suitable_employment,ehhd,Age,Age 55 or older,0.550561797752809
2018,suitable_employment,ehhd,Education,Some college or less,0.4382022471910112
2018,suitable_employment,ehhd,Education,Bachelor's or higher,0.48888888888888893
2018,suitable_employment,ehhd,Income,<$75K,0.5057471264367817
2018,suitable_employment,ehhd,Income,$75K+,0.4725274725274725
2018,suitable_employment,ehhd,With children,No children,0.4555555555555555
2018,suitable_employment,ehhd,With children,Children in household,0.48863636363636365
2018,suitable_employment,fairfield,Total,Total,0.6091954022988506
2018,suitable_employment,fairfield,Gender,Male,0.6363636363636365
2018,suitable_employment,fairfield,Gender,Female,0.5882352941176471
2018,suitable_employment,fairfield,Age,Under age 55,0.5824175824175825
2018,suitable_employment,fairfield,Age,Age 55 or older,0.654320987654321
2018,suitable_employment,fairfield,Education,Some college or less,0.5813953488372093
2018,suitable_employment,fairfield,Education,Bachelor's or higher,0.6206896551724138
2018,suitable_employment,fairfield,Income,<$75K,0.569620253164557
2018,suitable_employment,fairfield,Income,$75K+,0.6195652173913044
2018,suitable_employment,fairfield,With children,No children,0.5783132530120482
2018,suitable_employment,fairfield,With children,Children in household,0.6382978723404257
2018,suitable_employment,fairfield_county,Total,Total,0.5517241379310345
2018,suitable_employment,fairfield_county,Gender,Male,0.5909090909090909
2018,suitable_employment,fairfield_county,Gender,Female,0.5294117647058824
2018,suitable_employment,fairfield_county,Age,Ages 18-34,0.5222222222222223
2018,suitable_employment,fairfield_county,Age,Ages 35-49,0.5444444444444444
2018,suitable_employment,fairfield_county,Age,Ages 50-64,0.5666666666666667
2018,suitable_employment,fairfield_county,Age,Ages 65+,0.6103896103896104
2018,suitable_employment,fairfield_county,Education,Bachelor's or higher,0.6136363636363636
2018,suitable_employment,fairfield_county,Education,High school or less,0.43529411764705883
2018,suitable_employment,fairfield_county,Education,Some college or Associate's,0.5116279069767442
2018,suitable_employment,fairfield_county,Income,<$15K,0.375
2018,suitable_employment,fairfield_county,Income,$15K-$30K,0.3563218390804598
2018,suitable_employment,fairfield_county,Income,$30K-$50K,0.4470588235294118
2018,suitable_employment,fairfield_county,Income,$50K-$75K,0.5168539325842696
2018,suitable_employment,fairfield_county,Income,$75K-$100K,0.5760869565217391
2018,suitable_employment,fairfield_county,Income,$100K-$200K,0.6483516483516484
2018,suitable_employment,fairfield_county,Income,$200K+,0.7415730337078652
2018,suitable_employment,fairfield_county,Race/Ethnicity,White,0.616279069767442
2018,suitable_employment,fairfield_county,Race/Ethnicity,Black,0.32558139534883723
2018,suitable_employment,fairfield_county,Race/Ethnicity,Latino,0.47252747252747257
2018,suitable_employment,fairfield_county,With children,No children,0.5411764705882353
2018,suitable_employment,fairfield_county,With children,Children in household,0.5777777777777778
2018,suitable_employment,fcht,Total,Total,0.37634408602150543
2018,suitable_employment,fcht,Gender,Male,0.39560439560439564
2018,suitable_employment,fcht,Gender,Female,0.33684210526315794
2018,suitable_employment,fcht,Age,Under age 55,0.4787234042553191
2018,suitable_employment,fcht,Age,Age 55 or older,0.2717391304347826
2018,suitable_employment,fcht,Education,Some college or less,0.5
2018,suitable_employment,fcht,Education,Bachelor's or higher,0.24444444444444444
2018,suitable_employment,fcht,Income,<$75K,0.326530612244898
2018,suitable_employment,fcht,Income,$75K+,0.35555555555555557
2018,suitable_employment,greater_bridgeport,Total,Total,0.4186046511627908
2018,suitable_employment,greater_bridgeport,Gender,Male,0.4444444444444445
2018,suitable_employment,greater_bridgeport,Gender,Female,0.3855421686746988
2018,suitable_employment,greater_bridgeport,Age,Ages 18-34,0.43023255813953487
2018,suitable_employment,greater_bridgeport,Age,Ages 35-49,0.3707865168539326
2018,suitable_employment,greater_bridgeport,Age,Ages 50-64,0.41304347826086957
2018,suitable_employment,greater_bridgeport,Age,Ages 65+,0.46052631578947373
2018,suitable_employment,greater_bridgeport,Education,Bachelor's or higher,0.5057471264367817
2018,suitable_employment,greater_bridgeport,Education,High school or less,0.34523809523809523
2018,suitable_employment,greater_bridgeport,Education,Some college or Associate's,0.3563218390804598
2018,suitable_employment,greater_bridgeport,Income,<$15K,0.33333333333333337
2018,suitable_employment,greater_bridgeport,Income,$15K-$30K,0.2619047619047619
2018,suitable_employment,greater_bridgeport,Income,$30K-$50K,0.30952380952380953
2018,suitable_employment,greater_bridgeport,Income,$50K-$75K,0.40909090909090906
2018,suitable_employment,greater_bridgeport,Income,$75K-$100K,0.46153846153846156
2018,suitable_employment,greater_bridgeport,Income,$100K-$200K,0.5217391304347826
2018,suitable_employment,greater_bridgeport,Income,$200K+,0.6304347826086957
2018,suitable_employment,greater_bridgeport,Race/Ethnicity,White,0.5000000000000001
2018,suitable_employment,greater_bridgeport,Race/Ethnicity,Black,0.24705882352941178
2018,suitable_employment,greater_bridgeport,Race/Ethnicity,Latino,0.3516483516483516
2018,suitable_employment,greater_bridgeport,With children,No children,0.4047619047619048
2018,suitable_employment,greater_bridgeport,With children,Children in household,0.4555555555555556
2018,suitable_employment,greater_danbury,Total,Total,0.5795454545454546
2018,suitable_employment,greater_danbury,Gender,Male,0.5862068965517242
2018,suitable_employment,greater_danbury,Gender,Female,0.5795454545454546
2018,suitable_employment,greater_danbury,Age,Ages 18-34,0.6021505376344087
2018,suitable_employment,greater_danbury,Age,Ages 35-49,0.6630434782608695
2018,suitable_employment,greater_danbury,Age,Ages 50-64,0.5384615384615384
2018,suitable_employment,greater_danbury,Age,Ages 65+,0.5921052631578947
2018,suitable_employment,greater_danbury,Education,Bachelor's or higher,0.6022727272727273
2018,suitable_employment,greater_danbury,Education,High school or less,0.5287356321839081
2018,suitable_employment,greater_danbury,Education,Some college or Associate's,0.5862068965517242
2018,suitable_employment,greater_danbury,Income,<$30K,0.38888888888888884
2018,suitable_employment,greater_danbury,Income,$30K-$50K,0.5172413793103449
2018,suitable_employment,greater_danbury,Income,$50K-$75K,0.5760869565217391
2018,suitable_employment,greater_danbury,Income,$75K-$100K,0.6373626373626373
2018,suitable_employment,greater_danbury,Income,$100K-$200K,0.6477272727272727
2018,suitable_employment,greater_danbury,Income,$200K+,0.6444444444444444
2018,suitable_employment,greater_danbury,Race/Ethnicity,White,0.6091954022988506
2018,suitable_employment,greater_danbury,Race/Ethnicity,Not white,0.5222222222222223
2018,suitable_employment,greater_danbury,With children,No children,0.5465116279069767
2018,suitable_employment,greater_danbury,With children,Children in household,0.6444444444444444
2018,suitable_employment,greater_greenwich,Total,Total,0.6395348837209303
2018,suitable_employment,greater_greenwich,Gender,Male,0.6551724137931034
2018,suitable_employment,greater_greenwich,Gender,Female,0.6
2018,suitable_employment,greater_greenwich,Age,Ages 18-34,0.6111111111111112
2018,suitable_employment,greater_greenwich,Age,Ages 35-49,0.6
2018,suitable_employment,greater_greenwich,Age,Ages 50-64,0.6436781609195403
2018,suitable_employment,greater_greenwich,Age,Ages 65+,0.6533333333333333
2018,suitable_employment,greater_greenwich,Education,Bachelor's or higher,0.6781609195402298
2018,suitable_employment,greater_greenwich,Education,High school or less,0.5365853658536585
2018,suitable_employment,greater_greenwich,Education,Some college or Associate's,0.5357142857142857
2018,suitable_employment,greater_greenwich,Income,$75K+,0.7045454545454546
2018,suitable_employment,greater_greenwich,Income,<$30K,0.4418604651162791
2018,suitable_employment,greater_greenwich,Income,$30K-$75K,0.5287356321839081
2018,suitable_employment,greater_greenwich,Race/Ethnicity,White,0.6823529411764706
2018,suitable_employment,greater_greenwich,Race/Ethnicity,Black,0.48809523809523814
2018,suitable_employment,greater_greenwich,Race/Ethnicity,Latino,0.5730337078651685
2018,suitable_employment,greater_greenwich,With children,No children,0.6190476190476191
2018,suitable_employment,greater_greenwich,With children,Children in household,0.625
2018,suitable_employment,greater_hartford,Total,Total,0.5393258426966292
2018,suitable_employment,greater_hartford,Gender,Male,0.5384615384615384
2018,suitable_employment,greater_hartford,Gender,Female,0.5287356321839081
2018,suitable_employment,greater_hartford,Age,Ages 18-34,0.5108695652173912
2018,suitable_employment,greater_hartford,Age,Ages 35-49,0.5217391304347826
2018,suitable_employment,greater_hartford,Age,Ages 50-64,0.5434782608695652
2018,suitable_employment,greater_hartford,Age,Ages 65+,0.5769230769230769
2018,suitable_employment,greater_hartford,Education,Bachelor's or higher,0.5934065934065934
2018,suitable_employment,greater_hartford,Education,High school or less,0.4767441860465117
2018,suitable_employment,greater_hartford,Education,Some college or Associate's,0.4719101123595506
2018,suitable_employment,greater_hartford,Income,<$15K,0.3373493975903615
2018,suitable_employment,greater_hartford,Income,$15K-$30K,0.4597701149425288
2018,suitable_employment,greater_hartford,Income,$30K-$50K,0.47777777777777775
2018,suitable_employment,greater_hartford,Income,$50K-$75K,0.5494505494505494
2018,suitable_employment,greater_hartford,Income,$75K-$100K,0.5604395604395604
2018,suitable_employment,greater_hartford,Income,$100K-$200K,0.6451612903225806
2018,suitable_employment,greater_hartford,Income,$200K+,0.6413043478260869
2018,suitable_employment,greater_hartford,Race/Ethnicity,White,0.5681818181818182
2018,suitable_employment,greater_hartford,Race/Ethnicity,Black,0.3820224719101124
2018,suitable_employment,greater_hartford,Race/Ethnicity,Latino,0.4175824175824176
2018,suitable_employment,greater_hartford,With children,No children,0.5057471264367817
2018,suitable_employment,greater_hartford,With children,Children in household,0.5652173913043478
2018,suitable_employment,greater_new_haven,Total,Total,0.48837209302325585
2018,suitable_employment,greater_new_haven,Gender,Male,0.48863636363636365
2018,suitable_employment,greater_new_haven,Gender,Female,0.48809523809523814
2018,suitable_employment,greater_new_haven,Age,Ages 18-34,0.4888888888888889
2018,suitable_employment,greater_new_haven,Age,Ages 35-49,0.49999999999999994
2018,suitable_employment,greater_new_haven,Age,Ages 50-64,0.4555555555555555
2018,suitable_employment,greater_new_haven,Age,Ages 65+,0.5068493150684932
2018,suitable_employment,greater_new_haven,Education,Bachelor's or higher,0.5116279069767441
2018,suitable_employment,greater_new_haven,Education,High school or less,0.4534883720930233
2018,suitable_employment,greater_new_haven,Education,Some college or Associate's,0.4883720930232558
2018,suitable_employment,greater_new_haven,Income,<$15K,0.3580246913580247
2018,suitable_employment,greater_new_haven,Income,$15K-$30K,0.32926829268292684
2018,suitable_employment,greater_new_haven,Income,$30K-$50K,0.42696629213483145
2018,suitable_employment,greater_new_haven,Income,$50K-$75K,0.4777777777777778
2018,suitable_employment,greater_new_haven,Income,$75K-$100K,0.6136363636363636
2018,suitable_employment,greater_new_haven,Income,$100K-$200K,0.6022727272727273
2018,suitable_employment,greater_new_haven,Income,$200K+,0.6354166666666666
2018,suitable_employment,greater_new_haven,Race/Ethnicity,White,0.5232558139534884
2018,suitable_employment,greater_new_haven,Race/Ethnicity,Black,0.3932584269662921
2018,suitable_employment,greater_new_haven,Race/Ethnicity,Latino,0.3932584269662921
2018,suitable_employment,greater_new_haven,With children,No children,0.48192771084337355
2018,suitable_employment,greater_new_haven,With children,Children in household,0.5217391304347826
2018,suitable_employment,greater_new_london,Total,Total,0.5333333333333333
2018,suitable_employment,greater_new_london,Gender,Male,0.5444444444444444
2018,suitable_employment,greater_new_london,Gender,Female,0.5
2018,suitable_employment,greater_new_london,Age,Ages 18-34,0.5
2018,suitable_employment,greater_new_london,Age,Ages 35-49,0.43956043956043955
2018,suitable_employment,greater_new_london,Age,Ages 50-64,0.5263157894736842
2018,suitable_employment,greater_new_london,Age,Ages 65+,0.6265060240963856
2018,suitable_employment,greater_new_london,Education,Bachelor's or higher,0.5652173913043478
2018,suitable_employment,greater_new_london,Education,High school or less,0.4772727272727273
2018,suitable_employment,greater_new_london,Education,Some college or Associate's,0.4777777777777778
2018,suitable_employment,greater_new_london,Income,$75K+,0.5913978494623657
2018,suitable_employment,greater_new_london,Income,<$30K,0.3932584269662921
2018,suitable_employment,greater_new_london,Income,$30K-$75K,0.47826086956521735
2018,suitable_employment,greater_new_london,Race/Ethnicity,White,0.5444444444444444
2018,suitable_employment,greater_new_london,Race/Ethnicity,Not white,0.4673913043478261
2018,suitable_employment,greater_new_london,With children,No children,0.5280898876404494
2018,suitable_employment,greater_new_london,With children,Children in household,0.5161290322580645
2018,suitable_employment,greater_waterbury,Total,Total,0.4044943820224719
2018,suitable_employment,greater_waterbury,Gender,Male,0.43333333333333335
2018,suitable_employment,greater_waterbury,Gender,Female,0.3863636363636364
2018,suitable_employment,greater_waterbury,Age,Ages 18-34,0.4042553191489362
2018,suitable_employment,greater_waterbury,Age,Ages 35-49,0.4301075268817205
2018,suitable_employment,greater_waterbury,Age,Ages 50-64,0.3956043956043956
2018,suitable_employment,greater_waterbury,Age,Ages 65+,0.4177215189873418
2018,suitable_employment,greater_waterbury,Education,Bachelor's or higher,0.43820224719101125
2018,suitable_employment,greater_waterbury,Education,High school or less,0.40909090909090906
2018,suitable_employment,greater_waterbury,Education,Some college or Associate's,0.3626373626373626
2018,suitable_employment,greater_waterbury,Income,<$15K,0.2727272727272727
2018,suitable_employment,greater_waterbury,Income,$15K-$30K,0.34523809523809523
2018,suitable_employment,greater_waterbury,Income,$30K-$50K,0.34408602150537637
2018,suitable_employment,greater_waterbury,Income,$50K-$75K,0.3548387096774194
2018,suitable_employment,greater_waterbury,Income,$75K-$100K,0.47311827956989244
2018,suitable_employment,greater_waterbury,Income,$100K-$200K,0.5056179775280899
2018,suitable_employment,greater_waterbury,Income,$200K+,0.6086956521739131
2018,suitable_employment,greater_waterbury,Race/Ethnicity,White,0.43820224719101125
2018,suitable_employment,greater_waterbury,Race/Ethnicity,Black,0.24719101123595505
2018,suitable_employment,greater_waterbury,Race/Ethnicity,Latino,0.4725274725274725
2018,suitable_employment,greater_waterbury,With children,No children,0.39080459770114945
2018,suitable_employment,greater_waterbury,With children,Children in household,0.4565217391304348
2018,suitable_employment,greenwich,Total,Total,0.7209302325581396
2018,suitable_employment,greenwich,Gender,Male,0.7045454545454546
2018,suitable_employment,greenwich,Gender,Female,0.7261904761904762
2018,suitable_employment,greenwich,Age,Ages 18-34,0.5473684210526316
2018,suitable_employment,greenwich,Age,Ages 35-54,0.783132530120482
2018,suitable_employment,greenwich,Age,Ages 55+,0.7073170731707316
2018,suitable_employment,greenwich,Income,<$75K,0.5888888888888889
2018,suitable_employment,greenwich,Income,$75K+,0.7674418604651163
2018,suitable_employment,greenwich,Race/Ethnicity,White,0.7586206896551725
2018,suitable_employment,greenwich,Race/Ethnicity,Not white,0.5853658536585366
2018,suitable_employment,greenwich,With children,No children,0.6860465116279071
2018,suitable_employment,greenwich,With children,Children in household,0.7701149425287357
2018,suitable_employment,groton,Total,Total,0.6086956521739131
2018,suitable_employment,groton,Gender,Male,0.625
2018,suitable_employment,groton,Gender,Female,0.5730337078651685
2018,suitable_employment,groton,Age,Under age 55,0.574468085106383
2018,suitable_employment,groton,Age,Age 55 or older,0.6629213483146067
2018,suitable_employment,groton,Education,Some college or less,0.48888888888888893
2018,suitable_employment,groton,Education,Bachelor's or higher,0.7052631578947369
2018,suitable_employment,groton,Income,<$75K,0.5543478260869565
2018,suitable_employment,groton,Income,$75K+,0.6382978723404256
2018,suitable_employment,hamden,Total,Total,0.5301204819277108
2018,suitable_employment,hamden,Gender,Male,0.4875
2018,suitable_employment,hamden,Gender,Female,0.5697674418604651
2018,suitable_employment,hamden,Age,Under age 55,0.5730337078651685
2018,suitable_employment,hamden,Age,Age 55 or older,0.445945945945946
2018,suitable_employment,hamden,Education,Bachelor's or higher,0.4939759036144578
2018,suitable_employment,hamden,Education,High school or less,0.6625
2018,suitable_employment,hamden,Education,Some college or Associate's,0.4942528735632184
2018,suitable_employment,hamden,Income,<$75K,0.5180722891566265
2018,suitable_employment,hamden,Income,$75K+,0.5978260869565217
2018,suitable_employment,hamden,Race/Ethnicity,White,0.5555555555555556
2018,suitable_employment,hamden,Race/Ethnicity,Not white,0.4886363636363637
2018,suitable_employment,hamden,With children,No children,0.5131578947368421
2018,suitable_employment,hamden,With children,Children in household,0.5416666666666667
2018,suitable_employment,hartford,Total,Total,0.34090909090909094
2018,suitable_employment,hartford,Gender,Male,0.3626373626373626
2018,suitable_employment,hartford,Gender,Female,0.313953488372093
2018,suitable_employment,hartford,Age,Ages 18-34,0.33695652173913043
2018,suitable_employment,hartford,Age,Ages 35-49,0.32183908045977017
2018,suitable_employment,hartford,Age,Ages 50-64,0.2988505747126437
2018,suitable_employment,hartford,Age,Ages 65+,0.3580246913580246
2018,suitable_employment,hartford,Education,Bachelor's or higher,0.43023255813953487
2018,suitable_employment,hartford,Education,High school or less,0.3372093023255814
2018,suitable_employment,hartford,Education,Some college or Associate's,0.2717391304347826
2018,suitable_employment,hartford,Income,$75K+,0.47826086956521735
2018,suitable_employment,hartford,Income,<$30K,0.29069767441860467
2018,suitable_employment,hartford,Income,$30K-$75K,0.3440860215053763
2018,suitable_employment,hartford,Race/Ethnicity,White,0.4367816091954023
2018,suitable_employment,hartford,Race/Ethnicity,Black,0.32183908045977017
2018,suitable_employment,hartford,Race/Ethnicity,Latino,0.3297872340425532
2018,suitable_employment,hartford,With children,No children,0.34117647058823536
2018,suitable_employment,hartford,With children,Children in household,0.3225806451612903
2018,suitable_employment,hartford_inner_ring,Total,Total,0.48863636363636365
2018,suitable_employment,hartford_inner_ring,Gender,Male,0.47777777777777775
2018,suitable_employment,hartford_inner_ring,Gender,Female,0.5116279069767442
2018,suitable_employment,hartford_inner_ring,Age,Ages 18-34,0.5111111111111111
2018,suitable_employment,hartford_inner_ring,Age,Ages 35-49,0.4736842105263158
2018,suitable_employment,hartford_inner_ring,Age,Ages 50-64,0.4731182795698925
2018,suitable_employment,hartford_inner_ring,Age,Ages 65+,0.52
2018,suitable_employment,hartford_inner_ring,Education,Bachelor's or higher,0.5617977528089888
2018,suitable_employment,hartford_inner_ring,Education,High school or less,0.47126436781609193
2018,suitable_employment,hartford_inner_ring,Education,Some college or Associate's,0.4157303370786517
2018,suitable_employment,hartford_inner_ring,Income,<$15K,0.36249999999999993
2018,suitable_employment,hartford_inner_ring,Income,$15K-$30K,0.4175824175824176
2018,suitable_employment,hartford_inner_ring,Income,$30K-$50K,0.45652173913043476
2018,suitable_employment,hartford_inner_ring,Income,$50K-$75K,0.5056179775280899
2018,suitable_employment,hartford_inner_ring,Income,$75K-$100K,0.5222222222222221
2018,suitable_employment,hartford_inner_ring,Income,$100K+,0.5806451612903226
2018,suitable_employment,hartford_inner_ring,Race/Ethnicity,White,0.48863636363636365
2018,suitable_employment,hartford_inner_ring,Race/Ethnicity,Black,0.43333333333333335
2018,suitable_employment,hartford_inner_ring,Race/Ethnicity,Latino,0.3333333333333333
2018,suitable_employment,hartford_inner_ring,With children,No children,0.47058823529411764
2018,suitable_employment,hartford_inner_ring,With children,Children in household,0.5425531914893618
2018,suitable_employment,hartford_outer_ring,Total,Total,0.6333333333333334
2018,suitable_employment,hartford_outer_ring,Gender,Male,0.6373626373626374
2018,suitable_employment,hartford_outer_ring,Gender,Female,0.6292134831460675
2018,suitable_employment,hartford_outer_ring,Age,Ages 18-34,0.6304347826086957
2018,suitable_employment,hartford_outer_ring,Age,Ages 35-49,0.6373626373626373
2018,suitable_employment,hartford_outer_ring,Age,Ages 50-64,0.5760869565217391
2018,suitable_employment,hartford_outer_ring,Age,Ages 65+,0.6951219512195123
2018,suitable_employment,hartford_outer_ring,Education,Bachelor's or higher,0.6483516483516483
