indicator,year,proper_name,name,category,group,response,value
self_rated_health,2018,Ehhd,ehhd,Total,Ehhd,excellent_or_v_good,0.64
self_rated_health,2018,Fairfield,fairfield,Total,Fairfield,excellent_or_v_good,0.69
self_rated_health,2018,Fairfield County,fairfield_county,Total,Fairfield County,excellent_or_v_good,0.63
self_rated_health,2018,Fairfield County,fairfield_county,Gender,Male,excellent_or_v_good,0.63
self_rated_health,2018,Fairfield County,fairfield_county,Gender,Female,excellent_or_v_good,0.65
self_rated_health,2018,Fairfield County,fairfield_county,Age,Ages 18-34,excellent_or_v_good,0.65
self_rated_health,2018,Fairfield County,fairfield_county,Age,Ages 35-49,excellent_or_v_good,0.66
self_rated_health,2018,Fairfield County,fairfield_county,Age,Ages 50-64,excellent_or_v_good,0.64
self_rated_health,2018,Fairfield County,fairfield_county,Age,Ages 65+,excellent_or_v_good,0.56
self_rated_health,2018,Fairfield County,fairfield_county,Race/Ethnicity,White,excellent_or_v_good,0.68
self_rated_health,2018,Fairfield County,fairfield_county,Race/Ethnicity,Black,excellent_or_v_good,0.5
self_rated_health,2018,Fairfield County,fairfield_county,Race/Ethnicity,Latino,excellent_or_v_good,0.58
self_rated_health,2018,Fairfield County,fairfield_county,Education,High school or less,excellent_or_v_good,0.49
self_rated_health,2018,Fairfield County,fairfield_county,Education,Some college or Associate's,excellent_or_v_good,0.58
self_rated_health,2018,Fairfield County,fairfield_county,Education,Bachelor's or higher,excellent_or_v_good,0.7
self_rated_health,2018,Fairfield County,fairfield_county,Income,Under $30K,excellent_or_v_good,0.41
self_rated_health,2018,Fairfield County,fairfield_county,Income,$30K-$100K,excellent_or_v_good,0.62
self_rated_health,2018,Fairfield County,fairfield_county,Income,$100K+,excellent_or_v_good,0.76
self_rated_health,2018,Fairfield County,fairfield_county,With children,No children,excellent_or_v_good,0.6
self_rated_health,2018,Fairfield County,fairfield_county,With children,Children in household,excellent_or_v_good,0.68
self_rated_health,2018,Fcht,fcht,Total,Fcht,excellent_or_v_good,0.73
self_rated_health,2018,Greater Bridgeport,greater_bridgeport,Total,Greater Bridgeport,excellent_or_v_good,0.55
self_rated_health,2018,Greater Danbury,greater_danbury,Total,Greater Danbury,excellent_or_v_good,0.64
self_rated_health,2018,Greater Greenwich,greater_greenwich,Total,Greater Greenwich,excellent_or_v_good,0.67
self_rated_health,2018,Greater Hartford,greater_hartford,Total,Greater Hartford,excellent_or_v_good,0.59
self_rated_health,2018,Greater Hartford,greater_hartford,Gender,Male,excellent_or_v_good,0.62
self_rated_health,2018,Greater Hartford,greater_hartford,Gender,Female,excellent_or_v_good,0.56
self_rated_health,2018,Greater Hartford,greater_hartford,Age,Ages 18-34,excellent_or_v_good,0.65
self_rated_health,2018,Greater Hartford,greater_hartford,Age,Ages 35-49,excellent_or_v_good,0.59
self_rated_health,2018,Greater Hartford,greater_hartford,Age,Ages 50-64,excellent_or_v_good,0.57
self_rated_health,2018,Greater Hartford,greater_hartford,Age,Ages 65+,excellent_or_v_good,0.52
self_rated_health,2018,Greater Hartford,greater_hartford,Race/Ethnicity,White,excellent_or_v_good,0.6
self_rated_health,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Black,excellent_or_v_good,0.53
self_rated_health,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Latino,excellent_or_v_good,0.59
self_rated_health,2018,Greater Hartford,greater_hartford,Education,High school or less,excellent_or_v_good,0.48
self_rated_health,2018,Greater Hartford,greater_hartford,Education,Some college or Associate's,excellent_or_v_good,0.53
self_rated_health,2018,Greater Hartford,greater_hartford,Education,Bachelor's or higher,excellent_or_v_good,0.69
self_rated_health,2018,Greater Hartford,greater_hartford,Income,Under $30K,excellent_or_v_good,0.42
self_rated_health,2018,Greater Hartford,greater_hartford,Income,$30K-$100K,excellent_or_v_good,0.6
self_rated_health,2018,Greater Hartford,greater_hartford,Income,$100K+,excellent_or_v_good,0.72
self_rated_health,2018,Greater Hartford,greater_hartford,With children,No children,excellent_or_v_good,0.57
self_rated_health,2018,Greater Hartford,greater_hartford,With children,Children in household,excellent_or_v_good,0.63
self_rated_health,2018,Greater New Haven,greater_new_haven,Total,Greater New Haven,excellent_or_v_good,0.58
self_rated_health,2018,Greater New Haven,greater_new_haven,Gender,Male,excellent_or_v_good,0.6
self_rated_health,2018,Greater New Haven,greater_new_haven,Gender,Female,excellent_or_v_good,0.57
self_rated_health,2018,Greater New Haven,greater_new_haven,Age,Ages 18-34,excellent_or_v_good,0.62
self_rated_health,2018,Greater New Haven,greater_new_haven,Age,Ages 35-49,excellent_or_v_good,0.58
self_rated_health,2018,Greater New Haven,greater_new_haven,Age,Ages 50-64,excellent_or_v_good,0.61
self_rated_health,2018,Greater New Haven,greater_new_haven,Age,Ages 65+,excellent_or_v_good,0.5
self_rated_health,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,White,excellent_or_v_good,0.61
self_rated_health,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Black,excellent_or_v_good,0.51
self_rated_health,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Latino,excellent_or_v_good,0.51
self_rated_health,2018,Greater New Haven,greater_new_haven,Education,High school or less,excellent_or_v_good,0.47
self_rated_health,2018,Greater New Haven,greater_new_haven,Education,Some college or Associate's,excellent_or_v_good,0.54
self_rated_health,2018,Greater New Haven,greater_new_haven,Education,Bachelor's or higher,excellent_or_v_good,0.67
self_rated_health,2018,Greater New Haven,greater_new_haven,Income,Under $30K,excellent_or_v_good,0.42
self_rated_health,2018,Greater New Haven,greater_new_haven,Income,$30K-$100K,excellent_or_v_good,0.58
self_rated_health,2018,Greater New Haven,greater_new_haven,Income,$100K+,excellent_or_v_good,0.73
self_rated_health,2018,Greater New Haven,greater_new_haven,With children,No children,excellent_or_v_good,0.57
self_rated_health,2018,Greater New Haven,greater_new_haven,With children,Children in household,excellent_or_v_good,0.63
self_rated_health,2018,Greater New London,greater_new_london,Total,Greater New London,excellent_or_v_good,0.57
self_rated_health,2018,Greater Waterbury,greater_waterbury,Total,Greater Waterbury,excellent_or_v_good,0.57
self_rated_health,2018,Greenwich,greenwich,Total,Greenwich,excellent_or_v_good,0.74
self_rated_health,2018,Groton,groton,Total,Groton,excellent_or_v_good,0.55
self_rated_health,2018,Hamden,hamden,Total,Hamden,excellent_or_v_good,0.56
self_rated_health,2018,Hartford,hartford,Total,Hartford,excellent_or_v_good,0.52
self_rated_health,2018,Hartford Inner Ring,hartford_inner_ring,Total,Hartford Inner Ring,excellent_or_v_good,0.53
self_rated_health,2018,Hartford Outer Ring,hartford_outer_ring,Total,Hartford Outer Ring,excellent_or_v_good,0.67
self_rated_health,2018,Litchfield County,litchfield_county,Total,Litchfield County,excellent_or_v_good,0.62
self_rated_health,2018,Manchester,manchester,Total,Manchester,excellent_or_v_good,0.6
self_rated_health,2018,Meriden,meriden,Total,Meriden,excellent_or_v_good,0.52
self_rated_health,2018,Middlesex County,middlesex_county,Total,Middlesex County,excellent_or_v_good,0.58
self_rated_health,2018,Middletown,middletown,Total,Middletown,excellent_or_v_good,0.53
self_rated_health,2018,Milford,milford,Total,Milford,excellent_or_v_good,0.67
self_rated_health,2018,Monroe,monroe,Total,Monroe,excellent_or_v_good,0.69
self_rated_health,2018,Naugatuck,naugatuck,Total,Naugatuck,excellent_or_v_good,0.57
self_rated_health,2018,Ncdhd,ncdhd,Total,Ncdhd,excellent_or_v_good,0.48
self_rated_health,2018,Nddh,nddh,Total,Nddh,excellent_or_v_good,0.54
self_rated_health,2018,New Britain,new_britain,Total,New Britain,excellent_or_v_good,0.51
self_rated_health,2018,New Haven,new_haven,Total,New Haven,excellent_or_v_good,0.55
self_rated_health,2018,New Haven County,new_haven_county,Total,New Haven County,excellent_or_v_good,0.57
self_rated_health,2018,New Haven Inner Ring,new_haven_inner_ring,Total,New Haven Inner Ring,excellent_or_v_good,0.52
self_rated_health,2018,New Haven Outer Ring,new_haven_outer_ring,Total,New Haven Outer Ring,excellent_or_v_good,0.67
self_rated_health,2018,New London,new_london,Total,New London,excellent_or_v_good,0.51
self_rated_health,2018,New London County,new_london_county,Total,New London County,excellent_or_v_good,0.56
self_rated_health,2018,New Milford,new_milford,Total,New Milford,excellent_or_v_good,0.6
self_rated_health,2018,Newtown,newtown,Total,Newtown,excellent_or_v_good,0.7
self_rated_health,2018,Norwalk,norwalk,Total,Norwalk,excellent_or_v_good,0.62
self_rated_health,2018,Norwich,norwich,Total,Norwich,excellent_or_v_good,0.5
self_rated_health,2018,Nyborder,nyborder,Total,Nyborder,excellent_or_v_good,0.58
self_rated_health,2018,Oxford,oxford,Total,Oxford,excellent_or_v_good,0.56
self_rated_health,2018,Pomperaug,pomperaug,Total,Pomperaug,excellent_or_v_good,0.6
self_rated_health,2018,Port Chester Ny,port_chester_ny,Total,Port Chester Ny,excellent_or_v_good,0.54
self_rated_health,2018,Seymour,seymour,Total,Seymour,excellent_or_v_good,0.63
self_rated_health,2018,Shelton,shelton,Total,Shelton,excellent_or_v_good,0.65
self_rated_health,2018,Stamford,stamford,Total,Stamford,excellent_or_v_good,0.67
self_rated_health,2018,Stratford,stratford,Total,Stratford,excellent_or_v_good,0.51
self_rated_health,2018,Tolland County,tolland_county,Total,Tolland County,excellent_or_v_good,0.61
self_rated_health,2018,Trumbull,trumbull,Total,Trumbull,excellent_or_v_good,0.57
self_rated_health,2018,Valley,valley,Total,Valley,excellent_or_v_good,0.6
self_rated_health,2018,Valley,valley,Gender,Male,excellent_or_v_good,0.61
self_rated_health,2018,Valley,valley,Gender,Female,excellent_or_v_good,0.57
self_rated_health,2018,Valley,valley,Age,Ages 18-34,excellent_or_v_good,0.67
self_rated_health,2018,Valley,valley,Age,Ages 35-49,excellent_or_v_good,0.62
self_rated_health,2018,Valley,valley,Age,Ages 50-64,excellent_or_v_good,0.56
self_rated_health,2018,Valley,valley,Age,Ages 65+,excellent_or_v_good,0.5
self_rated_health,2018,Valley,valley,Race/Ethnicity,White,excellent_or_v_good,0.58
self_rated_health,2018,Valley,valley,Race/Ethnicity,Not white,excellent_or_v_good,0.62
self_rated_health,2018,Valley,valley,Education,High school or less,excellent_or_v_good,0.53
self_rated_health,2018,Valley,valley,Education,Some college or Associate's,excellent_or_v_good,0.57
self_rated_health,2018,Valley,valley,Education,Bachelor's or higher,excellent_or_v_good,0.64
self_rated_health,2018,Valley,valley,Income,Under $30K,excellent_or_v_good,0.47
self_rated_health,2018,Valley,valley,Income,$30K-$75K,excellent_or_v_good,0.57
self_rated_health,2018,Valley,valley,Income,$75K+,excellent_or_v_good,0.67
self_rated_health,2018,Valley,valley,With children,No children,excellent_or_v_good,0.56
self_rated_health,2018,Valley,valley,With children,Children in household,excellent_or_v_good,0.65
self_rated_health,2018,Wallingford,wallingford,Total,Wallingford,excellent_or_v_good,0.58
self_rated_health,2018,Waterbury,waterbury,Total,Waterbury,excellent_or_v_good,0.49
self_rated_health,2018,West Hartford,west_hartford,Total,West Hartford,excellent_or_v_good,0.76
self_rated_health,2018,West Haven,west_haven,Total,West Haven,excellent_or_v_good,0.45
self_rated_health,2018,Windham,windham,Total,Windham,excellent_or_v_good,0.47
self_rated_health,2018,Windham County,windham_county,Total,Windham County,excellent_or_v_good,0.54
anxiety,2018,5ct,5ct,Wealthy,Wealthy,mostly_completely,0.12
anxiety,2018,5ct,5ct,Suburban,Suburban,mostly_completely,0.1
anxiety,2018,5ct,5ct,Rural,Rural,mostly_completely,0.11
anxiety,2018,5ct,5ct,Urban Periphery,Urban Periphery,mostly_completely,0.12
anxiety,2018,5ct,5ct,Urban Core,Urban Core,mostly_completely,0.16
anxiety,2018,Ansonia,ansonia,Total,Ansonia,mostly_completely,0.17
anxiety,2018,Bridgeport,bridgeport,Total,Bridgeport,mostly_completely,0.17
anxiety,2018,Bristol,bristol,Total,Bristol,mostly_completely,0.11
anxiety,2018,Cchd Central Ct Health District,cchd_central_ct_health_district,Total,Cchd Central Ct Health District,mostly_completely,0.12
anxiety,2018,Chesprocott,chesprocott,Total,Chesprocott,mostly_completely,0.12
anxiety,2018,Connecticut,connecticut,Total,Connecticut,mostly_completely,0.12
anxiety,2018,Connecticut,connecticut,Gender,Male,mostly_completely,0.12
anxiety,2018,Connecticut,connecticut,Gender,Female,mostly_completely,0.13
anxiety,2018,Connecticut,connecticut,Age,Ages 18-34,mostly_completely,0.18
anxiety,2018,Connecticut,connecticut,Age,Ages 35-49,mostly_completely,0.11
anxiety,2018,Connecticut,connecticut,Age,Ages 50-64,mostly_completely,0.09
anxiety,2018,Connecticut,connecticut,Age,Ages 65+,mostly_completely,0.1
anxiety,2018,Connecticut,connecticut,Race/Ethnicity,White,mostly_completely,0.11
anxiety,2018,Connecticut,connecticut,Race/Ethnicity,Black,mostly_completely,0.13
anxiety,2018,Connecticut,connecticut,Race/Ethnicity,Latino,mostly_completely,0.2
anxiety,2018,Connecticut,connecticut,Education,High school or less,mostly_completely,0.17
anxiety,2018,Connecticut,connecticut,Education,Some college or Associate's,mostly_completely,0.14
anxiety,2018,Connecticut,connecticut,Education,Bachelor's or higher,mostly_completely,0.09
anxiety,2018,Connecticut,connecticut,Income,Under $30K,mostly_completely,0.21
anxiety,2018,Connecticut,connecticut,Income,$30K-$100K,mostly_completely,0.12
anxiety,2018,Connecticut,connecticut,Income,$100K+,mostly_completely,0.08
anxiety,2018,Connecticut,connecticut,With children,No children,mostly_completely,0.12
anxiety,2018,Connecticut,connecticut,With children,Children in household,mostly_completely,0.13
anxiety,2018,Danbury,danbury,Total,Danbury,mostly_completely,0.12
anxiety,2018,Darien,darien,Total,Darien,mostly_completely,0.1
anxiety,2018,Derby,derby,Total,Derby,mostly_completely,0.08
anxiety,2018,East Hartford,east_hartford,Total,East Hartford,mostly_completely,0.14
anxiety,2018,East Haven,east_haven,Total,East Haven,mostly_completely,0.11
anxiety,2018,Ehhd,ehhd,Total,Ehhd,mostly_completely,0.13
anxiety,2018,Fairfield,fairfield,Total,Fairfield,mostly_completely,0.05
anxiety,2018,Fairfield County,fairfield_county,Total,Fairfield County,mostly_completely,0.12
anxiety,2018,Fairfield County,fairfield_county,Gender,Male,mostly_completely,0.12
anxiety,2018,Fairfield County,fairfield_county,Gender,Female,mostly_completely,0.11
anxiety,2018,Fairfield County,fairfield_county,Age,Ages 18-34,mostly_completely,0.16
anxiety,2018,Fairfield County,fairfield_county,Age,Ages 35-49,mostly_completely,0.13
anxiety,2018,Fairfield County,fairfield_county,Age,Ages 50-64,mostly_completely,0.11
anxiety,2018,Fairfield County,fairfield_county,Age,Ages 65+,mostly_completely,0.12
anxiety,2018,Fairfield County,fairfield_county,Race/Ethnicity,White,mostly_completely,0.11
anxiety,2018,Fairfield County,fairfield_county,Race/Ethnicity,Black,mostly_completely,0.15
anxiety,2018,Fairfield County,fairfield_county,Race/Ethnicity,Latino,mostly_completely,0.21
anxiety,2018,Fairfield County,fairfield_county,Education,High school or less,mostly_completely,0.19
anxiety,2018,Fairfield County,fairfield_county,Education,Some college or Associate's,mostly_completely,0.14
anxiety,2018,Fairfield County,fairfield_county,Education,Bachelor's or higher,mostly_completely,0.09
anxiety,2018,Fairfield County,fairfield_county,Income,Under $30K,mostly_completely,0.21
anxiety,2018,Fairfield County,fairfield_county,Income,$30K-$100K,mostly_completely,0.12
anxiety,2018,Fairfield County,fairfield_county,Income,$100K+,mostly_completely,0.09
anxiety,2018,Fairfield County,fairfield_county,With children,No children,mostly_completely,0.12
anxiety,2018,Fairfield County,fairfield_county,With children,Children in household,mostly_completely,0.11
anxiety,2018,Fcht,fcht,Total,Fcht,mostly_completely,0.07
anxiety,2018,Greater Bridgeport,greater_bridgeport,Total,Greater Bridgeport,mostly_completely,0.14
anxiety,2018,Greater Danbury,greater_danbury,Total,Greater Danbury,mostly_completely,0.11
anxiety,2018,Greater Greenwich,greater_greenwich,Total,Greater Greenwich,mostly_completely,0.11
anxiety,2018,Greater Hartford,greater_hartford,Total,Greater Hartford,mostly_completely,0.13
anxiety,2018,Greater Hartford,greater_hartford,Gender,Male,mostly_completely,0.12
anxiety,2018,Greater Hartford,greater_hartford,Gender,Female,mostly_completely,0.13
anxiety,2018,Greater Hartford,greater_hartford,Age,Ages 18-34,mostly_completely,0.19
anxiety,2018,Greater Hartford,greater_hartford,Age,Ages 35-49,mostly_completely,0.09
anxiety,2018,Greater Hartford,greater_hartford,Age,Ages 50-64,mostly_completely,0.09
anxiety,2018,Greater Hartford,greater_hartford,Age,Ages 65+,mostly_completely,0.1
anxiety,2018,Greater Hartford,greater_hartford,Race/Ethnicity,White,mostly_completely,0.11
anxiety,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Black,mostly_completely,0.14
anxiety,2018,Greater Hartford,greater_hartford,Race/Ethnicity,Latino,mostly_completely,0.22
anxiety,2018,Greater Hartford,greater_hartford,Education,High school or less,mostly_completely,0.17
anxiety,2018,Greater Hartford,greater_hartford,Education,Some college or Associate's,mostly_completely,0.14
anxiety,2018,Greater Hartford,greater_hartford,Education,Bachelor's or higher,mostly_completely,0.09
anxiety,2018,Greater Hartford,greater_hartford,Income,Under $30K,mostly_completely,0.22
anxiety,2018,Greater Hartford,greater_hartford,Income,$30K-$100K,mostly_completely,0.12
anxiety,2018,Greater Hartford,greater_hartford,Income,$100K+,mostly_completely,0.08
anxiety,2018,Greater Hartford,greater_hartford,With children,No children,mostly_completely,0.12
anxiety,2018,Greater Hartford,greater_hartford,With children,Children in household,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,Total,Greater New Haven,mostly_completely,0.14
anxiety,2018,Greater New Haven,greater_new_haven,Gender,Male,mostly_completely,0.14
anxiety,2018,Greater New Haven,greater_new_haven,Gender,Female,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,Age,Ages 18-34,mostly_completely,0.19
anxiety,2018,Greater New Haven,greater_new_haven,Age,Ages 35-49,mostly_completely,0.16
anxiety,2018,Greater New Haven,greater_new_haven,Age,Ages 50-64,mostly_completely,0.1
anxiety,2018,Greater New Haven,greater_new_haven,Age,Ages 65+,mostly_completely,0.08
anxiety,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,White,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Black,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,Race/Ethnicity,Latino,mostly_completely,0.21
anxiety,2018,Greater New Haven,greater_new_haven,Education,High school or less,mostly_completely,0.18
anxiety,2018,Greater New Haven,greater_new_haven,Education,Some college or Associate's,mostly_completely,0.17
anxiety,2018,Greater New Haven,greater_new_haven,Education,Bachelor's or higher,mostly_completely,0.1
anxiety,2018,Greater New Haven,greater_new_haven,Income,Under $30K,mostly_completely,0.21
anxiety,2018,Greater New Haven,greater_new_haven,Income,$30K-$100K,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,Income,$100K+,mostly_completely,0.11
anxiety,2018,Greater New Haven,greater_new_haven,With children,No children,mostly_completely,0.13
anxiety,2018,Greater New Haven,greater_new_haven,With children,Children in household,mostly_completely,0.15
anxiety,2018,Greater New London,greater_new_london,Total,Greater New London,mostly_completely,0.12
anxiety,2018,Greater Waterbury,greater_waterbury,Total,Greater Waterbury,mostly_completely,0.13
anxiety,2018,Greenwich,greenwich,Total,Greenwich,mostly_completely,0.1
anxiety,2018,Groton,groton,Total,Groton,mostly_completely,0.16
anxiety,2018,Hamden,hamden,Total,Hamden,mostly_completely,0.14
anxiety,2018,Hartford,hartford,Total,Hartford,mostly_completely,0.15
anxiety,2018,Hartford Inner Ring,hartford_inner_ring,Total,Hartford Inner Ring,mostly_completely,0.15
anxiety,2018,Hartford Outer Ring,hartford_outer_ring,Total,Hartford Outer Ring,mostly_completely,0.09
anxiety,2018,Litchfield County,litchfield_county,Total,Litchfield County,mostly_completely,0.1
anxiety,2018,Manchester,manchester,Total,Manchester,mostly_completely,0.21
anxiety,2018,Meriden,meriden,Total,Meriden,mostly_completely,0.14
anxiety,2018,Middlesex County,middlesex_county,Total,Middlesex County,mostly_completely,0.09
anxiety,2018,Middletown,middletown,Total,Middletown,mostly_completely,0.09
anxiety,2018,Milford,milford,Total,Milford,mostly_completely,0.1
anxiety,2018,Monroe,monroe,Total,Monroe,mostly_completely,0.11
anxiety,2018,Naugatuck,naugatuck,Total,Naugatuck,mostly_completely,0.12
anxiety,2018,Ncdhd,ncdhd,Total,Ncdhd,mostly_completely,0.19
anxiety,2018,Nddh,nddh,Total,Nddh,mostly_completely,0.11
anxiety,2018,New Britain,new_britain,Total,New Britain,mostly_completely,0.14
anxiety,2018,New Haven,new_haven,Total,New Haven,mostly_completely,0.15
anxiety,2018,New Haven County,new_haven_county,Total,New Haven County,mostly_completely,0.13
anxiety,2018,New Haven Inner Ring,new_haven_inner_ring,Total,New Haven Inner Ring,mostly_completely,0.15
anxiety,2018,New Haven Outer Ring,new_haven_outer_ring,Total,New Haven Outer Ring,mostly_completely,0.12
anxiety,2018,New London,new_london,Total,New London,mostly_completely,0.24
anxiety,2018,New London County,new_london_county,Total,New London County,mostly_completely,0.12
anxiety,2018,New Milford,new_milford,Total,New Milford,mostly_completely,0.14
anxiety,2018,Newtown,newtown,Total,Newtown,mostly_completely,0.12
anxiety,2018,Norwalk,norwalk,Total,Norwalk,mostly_completely,0.13
anxiety,2018,Norwich,norwich,Total,Norwich,mostly_completely,0.13
anxiety,2018,Nyborder,nyborder,Total,Nyborder,mostly_completely,0.13
anxiety,2018,Oxford,oxford,Total,Oxford,mostly_completely,0.08
anxiety,2018,Pomperaug,pomperaug,Total,Pomperaug,mostly_completely,0.14
anxiety,2018,Port Chester Ny,port_chester_ny,Total,Port Chester Ny,mostly_completely,0.14
anxiety,2018,Seymour,seymour,Total,Seymour,mostly_completely,0.07
anxiety,2018,Shelton,shelton,Total,Shelton,mostly_completely,0.09
anxiety,2018,Stamford,stamford,Total,Stamford,mostly_completely,0.1
anxiety,2018,Stratford,stratford,Total,Stratford,mostly_completely,0.16
anxiety,2018,Tolland County,tolland_county,Total,Tolland County,mostly_completely,0.14
anxiety,2018,Trumbull,trumbull,Total,Trumbull,mostly_completely,0.07
anxiety,2018,Valley,valley,Total,Valley,mostly_completely,0.1
anxiety,2018,Valley,valley,Gender,Male,mostly_completely,0.1
anxiety,2018,Valley,valley,Gender,Female,mostly_completely,0.1
anxiety,2018,Valley,valley,Age,Ages 18-34,mostly_completely,0.16
anxiety,2018,Valley,valley,Age,Ages 35-49,mostly_completely,0.09
anxiety,2018,Valley,valley,Age,Ages 50-64,mostly_completely,0.06
anxiety,2018,Valley,valley,Age,Ages 65+,mostly_completely,0.1
anxiety,2018,Valley,valley,Race/Ethnicity,White,mostly_completely,0.11
anxiety,2018,Valley,valley,Race/Ethnicity,Not white,mostly_completely,0.07
anxiety,2018,Valley,valley,Education,High school or less,mostly_completely,0.13
anxiety,2018,Valley,valley,Education,Some college or Associate's,mostly_completely,0.12
anxiety,2018,Valley,valley,Education,Bachelor's or higher,mostly_completely,0.06
anxiety,2018,Valley,valley,Income,Under $30K,mostly_completely,0.13
anxiety,2018,Valley,valley,Income,$30K-$75K,mostly_completely,0.13
anxiety,2018,Valley,valley,Income,$75K+,mostly_completely,0.06
anxiety,2018,Valley,valley,With children,No children,mostly_completely,0.1
anxiety,2018,Valley,valley,With children,Children in household,mostly_completely,0.1
anxiety,2018,Wallingford,wallingford,Total,Wallingford,mostly_completely,0.12
anxiety,2018,Waterbury,waterbury,Total,Waterbury,mostly_completely,0.17
anxiety,2018,West Hartford,west_hartford,Total,West Hartford,mostly_completely,0.08
anxiety,2018,West Haven,west_haven,Total,West Haven,mostly_completely,0.17
anxiety,2018,Windham,windham,Total,Windham,mostly_completely,0.17
anxiety,2018,Windham County,windham_county,Total,Windham County,mostly_completely,0.12
diabetes,2018,5ct,5ct,Wealthy,Wealthy,has_diabetes,0.05
diabetes,2018,5ct,5ct,Suburban,Suburban,has_diabetes,0.08
diabetes,2018,5ct,5ct,Rural,Rural,has_diabetes,0.1
diabetes,2018,5ct,5ct,Urban Periphery,Urban Periphery,has_diabetes,0.11
diabetes,2018,5ct,5ct,Urban Core,Urban Core,has_diabetes,0.12
diabetes,2018,Ansonia,ansonia,Total,Ansonia,has_diabetes,0.15
diabetes,2018,Bridgeport,bridgeport,Total,Bridgeport,has_diabetes,0.13
diabetes,2018,Bristol,bristol,Total,Bristol,has_diabetes,0.13
diabetes,2018,Cchd Central Ct Health District,cchd_central_ct_health_district,Total,Cchd Central Ct Health District,has_diabetes,0.13
diabetes,2018,Chesprocott,chesprocott,Total,Chesprocott,has_diabetes,0.07
diabetes,2018,Connecticut,connecticut,Total,Connecticut,has_diabetes,0.1
diabetes,2018,Connecticut,connecticut,Gender,Male,has_diabetes,0.11
