indicator,level,name,year,group,estimate,moe,share,sharemoe
total_pop,4_towns,Burlington,2018,total_pop,9607,22,NA,NA
total_pop,4_towns,Canton,2018,total_pop,10306,21,NA,NA
total_pop,4_towns,East Granby,2018,total_pop,5256,148,NA,NA
total_pop,4_towns,East Hartford,2018,total_pop,50453,48,NA,NA
total_pop,4_towns,East Windsor,2018,total_pop,11379,40,NA,NA
total_pop,4_towns,Enfield,2018,total_pop,44455,38,NA,NA
total_pop,4_towns,Farmington,2018,total_pop,25546,27,NA,NA
total_pop,4_towns,Glastonbury,2018,total_pop,34578,34,NA,NA
total_pop,4_towns,Granby,2018,total_pop,11305,51,NA,NA
total_pop,4_towns,Hartford,2018,total_pop,123628,62,NA,NA
total_pop,4_towns,Hartland,2018,total_pop,2041,150,NA,NA
total_pop,4_towns,Manchester,2018,total_pop,57955,33,NA,NA
total_pop,4_towns,Marlborough,2018,total_pop,6394,21,NA,NA
total_pop,4_towns,New Britain,2018,total_pop,72839,42,NA,NA
total_pop,4_towns,Newington,2018,total_pop,30323,32,NA,NA
total_pop,4_towns,Plainville,2018,total_pop,17720,22,NA,NA
total_pop,4_towns,Rocky Hill,2018,total_pop,20137,29,NA,NA
total_pop,4_towns,Simsbury,2018,total_pop,24519,70,NA,NA
total_pop,4_towns,Southington,2018,total_pop,43763,33,NA,NA
total_pop,4_towns,South Windsor,2018,total_pop,25823,34,NA,NA
total_pop,4_towns,Suffield,2018,total_pop,15662,24,NA,NA
total_pop,4_towns,West Hartford,2018,total_pop,63127,40,NA,NA
total_pop,4_towns,Wethersfield,2018,total_pop,26267,29,NA,NA
total_pop,4_towns,Windsor,2018,total_pop,28917,38,NA,NA
total_pop,4_towns,Windsor Locks,2018,total_pop,12613,28,NA,NA
total_pop,4_towns,Barkhamsted,2018,total_pop,3671,22,NA,NA
total_pop,4_towns,Bethlehem,2018,total_pop,3452,24,NA,NA
total_pop,4_towns,Bridgewater,2018,total_pop,1706,111,NA,NA
total_pop,4_towns,Canaan,2018,total_pop,1196,127,NA,NA
total_pop,4_towns,Colebrook,2018,total_pop,1518,155,NA,NA
total_pop,4_towns,Cornwall,2018,total_pop,1302,127,NA,NA
total_pop,4_towns,Goshen,2018,total_pop,2903,21,NA,NA
total_pop,4_towns,Harwinton,2018,total_pop,5469,31,NA,NA
total_pop,4_towns,Kent,2018,total_pop,2824,18,NA,NA
total_pop,4_towns,Litchfield,2018,total_pop,8198,23,NA,NA
total_pop,4_towns,Morris,2018,total_pop,2288,191,NA,NA
total_pop,4_towns,New Hartford,2018,total_pop,6755,40,NA,NA
total_pop,4_towns,New Milford,2018,total_pop,27196,30,NA,NA
total_pop,4_towns,Norfolk,2018,total_pop,1503,140,NA,NA
total_pop,4_towns,North Canaan,2018,total_pop,3302,21,NA,NA
total_pop,4_towns,Plymouth,2018,total_pop,11782,22,NA,NA
total_pop,4_towns,Roxbury,2018,total_pop,2103,158,NA,NA
total_pop,4_towns,Salisbury,2018,total_pop,3631,22,NA,NA
total_pop,4_towns,Sharon,2018,total_pop,2721,27,NA,NA
total_pop,4_towns,Thomaston,2018,total_pop,7623,19,NA,NA
total_pop,4_towns,Torrington,2018,total_pop,34737,29,NA,NA
total_pop,4_towns,Warren,2018,total_pop,1432,121,NA,NA
total_pop,4_towns,Washington,2018,total_pop,3472,23,NA,NA
total_pop,4_towns,Watertown,2018,total_pop,21832,28,NA,NA
total_pop,4_towns,Winchester,2018,total_pop,10798,24,NA,NA
total_pop,4_towns,Woodbury,2018,total_pop,9617,26,NA,NA
total_pop,4_towns,Chester,2018,total_pop,4268,27,NA,NA
total_pop,4_towns,Clinton,2018,total_pop,12976,32,NA,NA
total_pop,4_towns,Cromwell,2018,total_pop,13973,26,NA,NA
total_pop,4_towns,Deep River,2018,total_pop,4493,29,NA,NA
total_pop,4_towns,Durham,2018,total_pop,7248,17,NA,NA
total_pop,4_towns,East Haddam,2018,total_pop,9032,20,NA,NA
total_pop,4_towns,East Hampton,2018,total_pop,12856,26,NA,NA
total_pop,4_towns,Essex,2018,total_pop,6599,36,NA,NA
total_pop,4_towns,Haddam,2018,total_pop,8267,28,NA,NA
total_pop,4_towns,Killingworth,2018,total_pop,6414,20,NA,NA
total_pop,4_towns,Middlefield,2018,total_pop,4385,19,NA,NA
total_pop,4_towns,Middletown,2018,total_pop,46473,34,NA,NA
total_pop,4_towns,Old Saybrook,2018,total_pop,10118,22,NA,NA
total_pop,4_towns,Portland,2018,total_pop,9362,23,NA,NA
total_pop,4_towns,Westbrook,2018,total_pop,6904,43,NA,NA
total_pop,4_towns,Ansonia,2018,total_pop,18860,52,NA,NA
total_pop,4_towns,Beacon Falls,2018,total_pop,6115,23,NA,NA
total_pop,4_towns,Bethany,2018,total_pop,5504,17,NA,NA
total_pop,4_towns,Branford,2018,total_pop,28094,28,NA,NA
total_pop,4_towns,Cheshire,2018,total_pop,29208,45,NA,NA
total_pop,4_towns,Derby,2018,total_pop,12596,35,NA,NA
total_pop,4_towns,East Haven,2018,total_pop,28860,31,NA,NA
total_pop,4_towns,Guilford,2018,total_pop,22285,42,NA,NA
total_pop,4_towns,Hamden,2018,total_pop,61206,55,NA,NA
total_pop,4_towns,Madison,2018,total_pop,18183,83,NA,NA
total_pop,4_towns,Meriden,2018,total_pop,59864,85,NA,NA
total_pop,4_towns,Middlebury,2018,total_pop,7661,23,NA,NA
total_pop,4_towns,Milford,2018,total_pop,54047,34,NA,NA
total_pop,4_towns,Naugatuck,2018,total_pop,31481,30,NA,NA
total_pop,4_towns,New Haven,2018,total_pop,130529,108,NA,NA
total_pop,4_towns,North Branford,2018,total_pop,14208,25,NA,NA
total_pop,4_towns,North Haven,2018,total_pop,23786,62,NA,NA
total_pop,4_towns,Orange,2018,total_pop,13937,37,NA,NA
total_pop,4_towns,Oxford,2018,total_pop,13022,23,NA,NA
total_pop,4_towns,Prospect,2018,total_pop,9736,31,NA,NA
total_pop,4_towns,Seymour,2018,total_pop,16522,36,NA,NA
total_pop,4_towns,Southbury,2018,total_pop,19754,40,NA,NA
total_pop,4_towns,Wallingford,2018,total_pop,44771,35,NA,NA
total_pop,4_towns,Waterbury,2018,total_pop,108672,53,NA,NA
total_pop,4_towns,West Haven,2018,total_pop,54918,54,NA,NA
total_pop,4_towns,Wolcott,2018,total_pop,16652,30,NA,NA
total_pop,4_towns,Woodbridge,2018,total_pop,8868,31,NA,NA
total_pop,4_towns,Bozrah,2018,total_pop,2567,17,NA,NA
total_pop,4_towns,Colchester,2018,total_pop,15927,20,NA,NA
total_pop,4_towns,East Lyme,2018,total_pop,18766,64,NA,NA
total_pop,4_towns,Franklin,2018,total_pop,1842,93,NA,NA
total_pop,4_towns,Griswold,2018,total_pop,11693,29,NA,NA
total_pop,4_towns,Groton,2018,total_pop,39105,43,NA,NA
total_pop,4_towns,Lebanon,2018,total_pop,7256,40,NA,NA
total_pop,4_towns,Ledyard,2018,total_pop,14850,38,NA,NA
total_pop,4_towns,Lisbon,2018,total_pop,4272,21,NA,NA
total_pop,4_towns,Lyme,2018,total_pop,2469,102,NA,NA
total_pop,4_towns,Montville,2018,total_pop,19094,31,NA,NA
total_pop,4_towns,New London,2018,total_pop,27032,46,NA,NA
total_pop,4_towns,North Stonington,2018,total_pop,5242,18,NA,NA
total_pop,4_towns,Norwich,2018,total_pop,39567,43,NA,NA
total_pop,4_towns,Old Lyme,2018,total_pop,7431,28,NA,NA
total_pop,4_towns,Preston,2018,total_pop,4666,21,NA,NA
total_pop,4_towns,Salem,2018,total_pop,4126,22,NA,NA
total_pop,4_towns,Sprague,2018,total_pop,2929,33,NA,NA
total_pop,4_towns,Stonington,2018,total_pop,18436,25,NA,NA
total_pop,4_towns,Voluntown,2018,total_pop,2559,23,NA,NA
total_pop,4_towns,Waterford,2018,total_pop,19052,33,NA,NA
total_pop,4_towns,Andover,2018,total_pop,3223,122,NA,NA
total_pop,4_towns,Bolton,2018,total_pop,4928,21,NA,NA
total_pop,4_towns,Columbia,2018,total_pop,5421,21,NA,NA
total_pop,4_towns,Coventry,2018,total_pop,12422,32,NA,NA
total_pop,4_towns,Ellington,2018,total_pop,16041,23,NA,NA
total_pop,4_towns,Hebron,2018,total_pop,9522,19,NA,NA
total_pop,4_towns,Mansfield,2018,total_pop,25977,54,NA,NA
total_pop,4_towns,Somers,2018,total_pop,11137,35,NA,NA
total_pop,4_towns,Stafford,2018,total_pop,11890,58,NA,NA
total_pop,4_towns,Tolland,2018,total_pop,14766,23,NA,NA
total_pop,4_towns,Union,2018,total_pop,873,124,NA,NA
total_pop,4_towns,Vernon,2018,total_pop,29157,69,NA,NA
total_pop,4_towns,Willington,2018,total_pop,5912,22,NA,NA
total_pop,4_towns,Ashford,2018,total_pop,4234,20,NA,NA
total_pop,4_towns,Brooklyn,2018,total_pop,8243,28,NA,NA
total_pop,4_towns,Canterbury,2018,total_pop,5074,22,NA,NA
total_pop,4_towns,Chaplin,2018,total_pop,2329,151,NA,NA
total_pop,4_towns,Eastford,2018,total_pop,1721,118,NA,NA
total_pop,4_towns,Hampton,2018,total_pop,1861,103,NA,NA
total_pop,4_towns,Killingly,2018,total_pop,17170,23,NA,NA
total_pop,4_towns,Plainfield,2018,total_pop,15114,26,NA,NA
total_pop,4_towns,Pomfret,2018,total_pop,4173,15,NA,NA
total_pop,4_towns,Putnam,2018,total_pop,9360,21,NA,NA
total_pop,4_towns,Scotland,2018,total_pop,1653,164,NA,NA
total_pop,4_towns,Sterling,2018,total_pop,3762,34,NA,NA
total_pop,4_towns,Thompson,2018,total_pop,9343,31,NA,NA
total_pop,4_towns,Windham,2018,total_pop,24688,70,NA,NA
total_pop,4_towns,Woodstock,2018,total_pop,7813,37,NA,NA
age,1_state,Connecticut,2018,total_pop,3581504,7763,NA,NA
age,1_state,Connecticut,2018,ages0_17,752625,3489,0.21,0.001
age,1_state,Connecticut,2018,ages65plus,587580,3741,0.164,0.001
age,2_counties,Fairfield County,2018,total_pop,944348,3782,NA,NA
age,2_counties,Fairfield County,2018,ages0_17,216907,1694,0.23,0.002
age,2_counties,Fairfield County,2018,ages65plus,143419,1834,0.152,0.002
age,2_counties,Hartford County,2018,total_pop,894730,3721,NA,NA
age,2_counties,Hartford County,2018,ages0_17,190571,1724,0.213,0.002
age,2_counties,Hartford County,2018,ages65plus,147260,1774,0.165,0.002
age,2_counties,Litchfield County,2018,total_pop,183031,1696,NA,NA
age,2_counties,Litchfield County,2018,ages0_17,34394,660,0.188,0.003
age,2_counties,Litchfield County,2018,ages65plus,36456,923,0.199,0.005
age,2_counties,Middlesex County,2018,total_pop,163368,1685,NA,NA
age,2_counties,Middlesex County,2018,ages0_17,30095,693,0.184,0.004
age,2_counties,Middlesex County,2018,ages65plus,31052,888,0.19,0.005
age,2_counties,New Haven County,2018,total_pop,859339,4174,NA,NA
age,2_counties,New Haven County,2018,ages0_17,176925,1847,0.206,0.002
age,2_counties,New Haven County,2018,ages65plus,142411,2003,0.166,0.002
age,2_counties,New London County,2018,total_pop,268881,2066,NA,NA
age,2_counties,New London County,2018,ages0_17,53209,808,0.198,0.003
age,2_counties,New London County,2018,ages65plus,46320,1061,0.172,0.004
age,2_counties,Tolland County,2018,total_pop,151269,1820,NA,NA
age,2_counties,Tolland County,2018,ages0_17,27005,680,0.179,0.004
age,2_counties,Tolland County,2018,ages65plus,22405,823,0.148,0.005
age,2_counties,Windham County,2018,total_pop,116538,1389,NA,NA
age,2_counties,Windham County,2018,ages0_17,23519,616,0.202,0.005
age,2_counties,Windham County,2018,ages65plus,18257,636,0.157,0.005
age,3_regions,Greater Bridgeport,2018,total_pop,323647,3540,NA,NA
age,3_regions,Greater Bridgeport,2018,ages0_17,74212,1705,0.229,0.005
age,3_regions,Greater Bridgeport,2018,ages65plus,46766,1283,0.144,0.004
age,3_regions,Greater New Haven,2018,total_pop,464425,4583,NA,NA
age,3_regions,Greater New Haven,2018,ages0_17,93401,2208,0.201,0.004
age,3_regions,Greater New Haven,2018,ages65plus,75730,1647,0.163,0.003
age,3_regions,Greater Waterbury,2018,total_pop,334123,3821,NA,NA
age,3_regions,Greater Waterbury,2018,ages0_17,72820,1900,0.218,0.005
age,3_regions,Greater Waterbury,2018,ages65plus,57670,1420,0.173,0.004
age,3_regions,Lower Naugatuck Valley,2018,total_pop,139751,2743,NA,NA
age,3_regions,Lower Naugatuck Valley,2018,ages0_17,28917,1390,0.207,0.009
age,3_regions,Lower Naugatuck Valley,2018,ages65plus,24084,1024,0.172,0.006
age,4_towns,Andover,2018,total_pop,3223,323,NA,NA
age,4_towns,Andover,2018,ages0_17,627,152,0.195,0.043
age,4_towns,Andover,2018,ages65plus,405,85,0.126,0.023
age,4_towns,Ansonia,2018,total_pop,18860,1059,NA,NA
age,4_towns,Ansonia,2018,ages0_17,3995,542,0.212,0.026
age,4_towns,Ansonia,2018,ages65plus,3036,365,0.161,0.017
age,4_towns,Ashford,2018,total_pop,4234,360,NA,NA
age,4_towns,Ashford,2018,ages0_17,776,172,0.183,0.038
age,4_towns,Ashford,2018,ages65plus,571,106,0.135,0.022
age,4_towns,Avon,2018,total_pop,18338,819,NA,NA
age,4_towns,Avon,2018,ages0_17,4599,450,0.251,0.022
age,4_towns,Avon,2018,ages65plus,3824,372,0.209,0.018
age,4_towns,Barkhamsted,2018,total_pop,3671,311,NA,NA
age,4_towns,Barkhamsted,2018,ages0_17,733,145,0.2,0.036
age,4_towns,Barkhamsted,2018,ages65plus,681,129,0.186,0.031
age,4_towns,Beacon Falls,2018,total_pop,6115,590,NA,NA
age,4_towns,Beacon Falls,2018,ages0_17,1380,288,0.226,0.042
age,4_towns,Beacon Falls,2018,ages65plus,1067,244,0.174,0.036
age,4_towns,Berlin,2018,total_pop,20519,974,NA,NA
age,4_towns,Berlin,2018,ages0_17,3973,442,0.194,0.019
age,4_towns,Berlin,2018,ages65plus,4365,456,0.213,0.02
age,4_towns,Bethany,2018,total_pop,5504,475,NA,NA
age,4_towns,Bethany,2018,ages0_17,1122,240,0.204,0.04
age,4_towns,Bethany,2018,ages65plus,941,175,0.171,0.028
age,4_towns,Bethel,2018,total_pop,19551,864,NA,NA
age,4_towns,Bethel,2018,ages0_17,4422,441,0.226,0.02
age,4_towns,Bethel,2018,ages65plus,2915,311,0.149,0.014
age,4_towns,Bethlehem,2018,total_pop,3452,279,NA,NA
age,4_towns,Bethlehem,2018,ages0_17,682,121,0.198,0.031
age,4_towns,Bethlehem,2018,ages65plus,635,115,0.184,0.03
age,4_towns,Bloomfield,2018,total_pop,20952,1065,NA,NA
age,4_towns,Bloomfield,2018,ages0_17,3024,442,0.144,0.02
age,4_towns,Bloomfield,2018,ages65plus,5583,507,0.266,0.02
age,4_towns,Bolton,2018,total_pop,4928,352,NA,NA
age,4_towns,Bolton,2018,ages0_17,1060,174,0.215,0.032
age,4_towns,Bolton,2018,ages65plus,955,146,0.194,0.026
age,4_towns,Bozrah,2018,total_pop,2567,193,NA,NA
age,4_towns,Bozrah,2018,ages0_17,433,86,0.169,0.031
age,4_towns,Bozrah,2018,ages65plus,518,85,0.202,0.029
age,4_towns,Branford,2018,total_pop,28094,1106,NA,NA
age,4_towns,Branford,2018,ages0_17,4506,492,0.16,0.016
age,4_towns,Branford,2018,ages65plus,6226,462,0.222,0.014
age,4_towns,Bridgeport,2018,total_pop,146417,2454,NA,NA
age,4_towns,Bridgeport,2018,ages0_17,34463,1172,0.235,0.007
age,4_towns,Bridgeport,2018,ages65plus,15638,806,0.107,0.005
age,4_towns,Bridgewater,2018,total_pop,1706,128,NA,NA
age,4_towns,Bridgewater,2018,ages0_17,244,50,0.143,0.027
age,4_towns,Bridgewater,2018,ages65plus,525,65,0.308,0.03
age,4_towns,Bristol,2018,total_pop,60308,1682,NA,NA
age,4_towns,Bristol,2018,ages0_17,12642,809,0.21,0.012
age,4_towns,Bristol,2018,ages65plus,9532,568,0.158,0.008
age,4_towns,Brookfield,2018,total_pop,17013,842,NA,NA
age,4_towns,Brookfield,2018,ages0_17,4043,406,0.238,0.021
age,4_towns,Brookfield,2018,ages65plus,2908,325,0.171,0.017
age,4_towns,Brooklyn,2018,total_pop,8243,657,NA,NA
age,4_towns,Brooklyn,2018,ages0_17,1584,381,0.192,0.044
age,4_towns,Brooklyn,2018,ages65plus,1574,239,0.191,0.025
age,4_towns,Burlington,2018,total_pop,9607,499,NA,NA
age,4_towns,Burlington,2018,ages0_17,2275,254,0.237,0.023
age,4_towns,Burlington,2018,ages65plus,1427,182,0.149,0.017
age,4_towns,Canaan,2018,total_pop,1196,119,NA,NA
age,4_towns,Canaan,2018,ages0_17,200,53,0.167,0.041
age,4_towns,Canaan,2018,ages65plus,303,63,0.253,0.046
age,4_towns,Canterbury,2018,total_pop,5074,383,NA,NA
age,4_towns,Canterbury,2018,ages0_17,1074,195,0.212,0.035
age,4_towns,Canterbury,2018,ages65plus,824,139,0.162,0.024
age,4_towns,Canton,2018,total_pop,10306,692,NA,NA
age,4_towns,Canton,2018,ages0_17,2251,307,0.218,0.026
age,4_towns,Canton,2018,ages65plus,1852,263,0.18,0.022
age,4_towns,Chaplin,2018,total_pop,2329,228,NA,NA
age,4_towns,Chaplin,2018,ages0_17,352,87,0.151,0.034
age,4_towns,Chaplin,2018,ages65plus,393,88,0.169,0.034
age,4_towns,Cheshire,2018,total_pop,29208,1086,NA,NA
age,4_towns,Cheshire,2018,ages0_17,5588,506,0.191,0.016
age,4_towns,Cheshire,2018,ages65plus,5224,447,0.179,0.014
age,4_towns,Chester,2018,total_pop,4268,417,NA,NA
age,4_towns,Chester,2018,ages0_17,810,199,0.19,0.043
age,4_towns,Chester,2018,ages65plus,1029,177,0.241,0.034
age,4_towns,Clinton,2018,total_pop,12976,585,NA,NA
age,4_towns,Clinton,2018,ages0_17,2478,283,0.191,0.02
age,4_towns,Clinton,2018,ages65plus,2583,237,0.199,0.016
age,4_towns,Colchester,2018,total_pop,15927,832,NA,NA
age,4_towns,Colchester,2018,ages0_17,3748,451,0.235,0.026
age,4_towns,Colchester,2018,ages65plus,2158,264,0.135,0.015
age,4_towns,Colebrook,2018,total_pop,1518,130,NA,NA
age,4_towns,Colebrook,2018,ages0_17,286,66,0.188,0.04
age,4_towns,Colebrook,2018,ages65plus,150,34,0.099,0.021
age,4_towns,Columbia,2018,total_pop,5421,539,NA,NA
age,4_towns,Columbia,2018,ages0_17,1043,273,0.192,0.047
age,4_towns,Columbia,2018,ages65plus,1045,213,0.193,0.034
age,4_towns,Cornwall,2018,total_pop,1302,117,NA,NA
age,4_towns,Cornwall,2018,ages0_17,269,62,0.207,0.044
age,4_towns,Cornwall,2018,ages65plus,367,52,0.282,0.031
age,4_towns,Coventry,2018,total_pop,12422,757,NA,NA
age,4_towns,Coventry,2018,ages0_17,2624,328,0.211,0.023
age,4_towns,Coventry,2018,ages65plus,1889,277,0.152,0.02
age,4_towns,Cromwell,2018,total_pop,13973,756,NA,NA
age,4_towns,Cromwell,2018,ages0_17,2910,368,0.208,0.024
age,4_towns,Cromwell,2018,ages65plus,2526,297,0.181,0.019
age,4_towns,Danbury,2018,total_pop,84479,1939,NA,NA
age,4_towns,Danbury,2018,ages0_17,17591,947,0.208,0.01
age,4_towns,Danbury,2018,ages65plus,11498,669,0.136,0.007
age,4_towns,Darien,2018,total_pop,21759,740,NA,NA
age,4_towns,Darien,2018,ages0_17,7129,433,0.328,0.016
age,4_towns,Darien,2018,ages65plus,2618,260,0.12,0.011
age,4_towns,Deep River,2018,total_pop,4493,359,NA,NA
age,4_towns,Deep River,2018,ages0_17,1036,186,0.231,0.037
age,4_towns,Deep River,2018,ages65plus,855,131,0.19,0.025
age,4_towns,Derby,2018,total_pop,12596,910,NA,NA
age,4_towns,Derby,2018,ages0_17,2681,518,0.213,0.038
age,4_towns,Derby,2018,ages65plus,2009,301,0.159,0.021
age,4_towns,Durham,2018,total_pop,7248,565,NA,NA
age,4_towns,Durham,2018,ages0_17,1456,265,0.201,0.033
age,4_towns,Durham,2018,ages65plus,1233,213,0.17,0.026
age,4_towns,East Granby,2018,total_pop,5256,518,NA,NA
age,4_towns,East Granby,2018,ages0_17,1303,268,0.248,0.045
age,4_towns,East Granby,2018,ages65plus,922,195,0.175,0.033
age,4_towns,East Haddam,2018,total_pop,9032,645,NA,NA
age,4_towns,East Haddam,2018,ages0_17,1556,288,0.172,0.029
age,4_towns,East Haddam,2018,ages65plus,1660,251,0.184,0.024
age,4_towns,East Hampton,2018,total_pop,12856,666,NA,NA
age,4_towns,East Hampton,2018,ages0_17,2585,330,0.201,0.023
age,4_towns,East Hampton,2018,ages65plus,2160,262,0.168,0.018
age,4_towns,East Hartford,2018,total_pop,50453,1568,NA,NA
age,4_towns,East Hartford,2018,ages0_17,10878,737,0.216,0.013
age,4_towns,East Hartford,2018,ages65plus,7105,468,0.141,0.008
age,4_towns,East Haven,2018,total_pop,28860,1163,NA,NA
age,4_towns,East Haven,2018,ages0_17,5334,586,0.185,0.019
age,4_towns,East Haven,2018,ages65plus,5436,441,0.188,0.013
age,4_towns,East Lyme,2018,total_pop,18766,711,NA,NA
age,4_towns,East Lyme,2018,ages0_17,3170,293,0.169,0.014
age,4_towns,East Lyme,2018,ages65plus,4255,300,0.227,0.013
age,4_towns,East Windsor,2018,total_pop,11379,792,NA,NA
age,4_towns,East Windsor,2018,ages0_17,2136,367,0.188,0.029
age,4_towns,East Windsor,2018,ages65plus,1855,292,0.163,0.023
age,4_towns,Eastford,2018,total_pop,1721,137,NA,NA
age,4_towns,Eastford,2018,ages0_17,256,56,0.149,0.03
age,4_towns,Eastford,2018,ages65plus,300,45,0.174,0.022
age,4_towns,Easton,2018,total_pop,7558,506,NA,NA
age,4_towns,Easton,2018,ages0_17,1808,276,0.239,0.033
age,4_towns,Easton,2018,ages65plus,1363,193,0.18,0.023
age,4_towns,Ellington,2018,total_pop,16041,1009,NA,NA
age,4_towns,Ellington,2018,ages0_17,3510,485,0.219,0.027
age,4_towns,Ellington,2018,ages65plus,2140,370,0.133,0.021
age,4_towns,Enfield,2018,total_pop,44455,1199,NA,NA
age,4_towns,Enfield,2018,ages0_17,8485,559,0.191,0.011
age,4_towns,Enfield,2018,ages65plus,7064,411,0.159,0.008
age,4_towns,Essex,2018,total_pop,6599,560,NA,NA
age,4_towns,Essex,2018,ages0_17,1004,228,0.152,0.032
age,4_towns,Essex,2018,ages65plus,2148,315,0.326,0.039
age,4_towns,Fairfield,2018,total_pop,61598,1422,NA,NA
age,4_towns,Fairfield,2018,ages0_17,14239,645,0.231,0.009
age,4_towns,Fairfield,2018,ages65plus,9822,516,0.159,0.008
age,4_towns,Farmington,2018,total_pop,25546,887,NA,NA
age,4_towns,Farmington,2018,ages0_17,5213,401,0.204,0.014
age,4_towns,Farmington,2018,ages65plus,4998,390,0.196,0.014
age,4_towns,Franklin,2018,total_pop,1842,121,NA,NA
age,4_towns,Franklin,2018,ages0_17,350,58,0.19,0.029
age,4_towns,Franklin,2018,ages65plus,357,47,0.194,0.022
age,4_towns,Glastonbury,2018,total_pop,34578,1069,NA,NA
age,4_towns,Glastonbury,2018,ages0_17,7916,494,0.229,0.012
age,4_towns,Glastonbury,2018,ages65plus,6005,437,0.174,0.011
age,4_towns,Goshen,2018,total_pop,2903,263,NA,NA
age,4_towns,Goshen,2018,ages0_17,552,139,0.19,0.045
age,4_towns,Goshen,2018,ages65plus,604,108,0.208,0.032
age,4_towns,Granby,2018,total_pop,11305,657,NA,NA
age,4_towns,Granby,2018,ages0_17,2584,328,0.229,0.026
age,4_towns,Granby,2018,ages65plus,1986,271,0.176,0.022
age,4_towns,Greenwich,2018,total_pop,62574,1411,NA,NA
age,4_towns,Greenwich,2018,ages0_17,15906,733,0.254,0.01
age,4_towns,Greenwich,2018,ages65plus,10534,550,0.168,0.008
age,4_towns,Griswold,2018,total_pop,11693,801,NA,NA
age,4_towns,Griswold,2018,ages0_17,2753,432,0.235,0.033
age,4_towns,Griswold,2018,ages65plus,1782,305,0.152,0.024
age,4_towns,Groton,2018,total_pop,39105,1195,NA,NA
age,4_towns,Groton,2018,ages0_17,7754,581,0.198,0.014
age,4_towns,Groton,2018,ages65plus,5470,370,0.14,0.008
age,4_towns,Guilford,2018,total_pop,22285,887,NA,NA
age,4_towns,Guilford,2018,ages0_17,4842,425,0.217,0.017
age,4_towns,Guilford,2018,ages65plus,5071,410,0.228,0.016
age,4_towns,Haddam,2018,total_pop,8267,619,NA,NA
age,4_towns,Haddam,2018,ages0_17,1593,300,0.193,0.033
age,4_towns,Haddam,2018,ages65plus,1699,250,0.206,0.026
age,4_towns,Hamden,2018,total_pop,61206,1738,NA,NA
age,4_towns,Hamden,2018,ages0_17,10712,758,0.175,0.011
age,4_towns,Hamden,2018,ages65plus,9721,617,0.159,0.009
age,4_towns,Hampton,2018,total_pop,1861,127,NA,NA
age,4_towns,Hampton,2018,ages0_17,295,49,0.159,0.024
